"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"DRAD","Digirad Corporation","1.99","38769180","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","0.6219","10046172.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"DGIT","Digital Generation, Inc.","14.49","398735820","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dgit",
"DRIV","Digital River, Inc.","18.02","672776700","n/a","1998","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/driv",
"DCOM","Dime Community Bancshares, Inc.","13.92","487534080","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","25.48","1162372120","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DTV","DIRECTV","45.51","32111036820","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dtv",
"DISCA","Discovery Communications, Inc","44.79","6321436650","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc","51.03","335369160","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc","41.04","4783827600","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck",
"DSCO","Discovery Laboratories, Inc.","2.65","64922350","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DISH","DISH Network Corporation","28.5","5920476000","n/a","1995","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish",
"DITC","Ditech Networks, Inc.","0.8899","23807494.7","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ditc",
"DNBF","Dnb Financial Corp","12.26","32844540","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","86.83","10334940750","n/a","1995","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","15.51","309827760","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","17.05","95087850","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","22.8","699390000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","46.45","838468950","n/a","1981","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm",
"HILL","Dot Hill Systems Corporation","1.45","83757800","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/hill",
"DBLE","Double Eagle Petroleum Company","7.02","78652080","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dble",
"DBLEP","Double Eagle Petroleum Company","26.15","42101500","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dblep",
"DOVR","Dover Saddlery, Inc.","4.45","23482650","n/a","2005","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dovr",
"DRWI","Dragonwave Inc","4.22","149480840","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DWA","Dreamworks Animation SKG, Inc.","18.74","1362491700","n/a","2004","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dwa",
"DRYS","DryShips Inc.","3","1271286000","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","6","138144000","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DTSI","DTS, Inc.","28.51","476202530","n/a","1985","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dtsi",
"DUCK","Duckwall-Alco Stores, Inc.","8.98","34510140","n/a","1972","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/duck",
"DNKN","Dunkin&#39; Brands Group, Inc.","28.03","3367187840","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DRRX","Durect Corporation","0.8","69960000","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DUSA","DUSA Pharmaceuticals, Inc.","4.69","115603810","n/a","1992","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dusa",
"DXPE","DXP Enterprises, Inc.","37.97","535301060","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"DYAX","Dyax Corp.","1.43","141209640","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"DYII","Dynacq Healthcare, Inc.","1.0986","15849502.2","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/dyii",
"BOOM","Dynamic Materials Corporation","22.38","298862520","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DRCO","Dynamics Research Corporation","11.75","121130750","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/drco",
"DYSL","Dynasil Corporation of America","2.0999","32722741.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","0.87","11129910","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","4.05","513576450","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"DVOX","DynaVox Inc.","3.66","37727280","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/dvox",
"ETFC","E*TRADE Financial Corporation","9.21","2627355120","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"EBMT","Eagle Bancorp Montana, Inc.","9.77","38005300","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","16.22","322972640","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","1.7","105767200","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"EROC","Eagle Rock Energy Partners, L.P.","10.9","1399810700","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"EROCW","Eagle Rock Energy Partners, L.P.","4.86","27740880","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erocw",
"ELNK","EarthLink, Inc.","7.94","847070960","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"EWBC","East West Bancorp, Inc.","22.05","3286596600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EML","Eastern Company (The)","19.5","120276000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"EIHI","Eastern Insurance Holdings, Inc.","14.63","116293870","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eihi",
"EVBS","Eastern Virginia Bankshares, Inc.","3","18030000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbs",
"ESIC","EasyLink Services International Corporation","4.8751","155379187.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/esic",
"EBAY","eBay Inc.","33.025","42633095350","n/a","1995","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix Inc","25.49","926204640","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","5.51","234230100","n/a","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","17.6","389910400","n/a","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","1.91","66786970","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","31.35","1218323700","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","16.69","42325840","n/a","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ECTY","Ecotality, Inc.","1.2568","29884190.4","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ecty",
"EDAC","Edac Technologies Corporation","10.139","51019448","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/edac",
"EDAP","EDAP TMS S.A.","2.11","27531280","n/a","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EF","Edelman Financial Group Inc. (The)","7.31","213188840","n/a","1990","Finance","Investment Managers","http://www.nasdaq.com/symbol/ef",
"EDGR","EDGAR Online, Inc.","0.57","20072550","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/edgr",
"EDGW","Edgewater Technology, Inc.","3.66","41570280","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EDMC","Education Management Corporation","20.63","2627952550","n/a","1984","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edmc",
"EDUC","Educational Development Corporation","4.8313","18880720.4","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EFUT","eFuture Information Technology Inc.","4.16","16544320","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Communications Corporation","5.31","129245400","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EHTH","eHealth, Inc.","15.39","308477160","n/a","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"BAGL","Einstein Noah Restaurant Group, Inc.","14.05","235941650","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagl",
"EMITF","Elbit Imaging Ltd.","2.86","71173960","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","39.44","1688623600","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ESYS","Elecsys Corporation","4.3","16292700","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esys",
"ELRC","Electro Rent Corporation","17.52","420147120","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","14.9","429269000","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","17.42","5773423500","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","16.97","772355610","n/a","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","4.05","13729500","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"RDEN","Elizabeth Arden, Inc.","38.34","1117112580","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"LONG","eLong, Inc.","16.58","281710780","n/a","1987","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/long",
"ELTK","Eltek Ltd.","1.49","9848900","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group, Inc.","23.57","303369470","n/a","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","16.44","28720680","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","1.29","119944200","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","0.7904","26475238.4","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","21.5","52632000","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emmsp",
"NYNY","Empire Resorts, Inc.","2.04","60916440","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"EBTX","Encore Bancshares, Inc.","14.31","167427000","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtx",
"ECPG","Encore Capital Group Inc","23.44","574303440","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","27.97","655057400","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo Pharmaceuticals Holdings Inc.","35.2","4112627200","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","3.53","126155140","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix  Inc","12.76","735511920","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ENER","Energy Conversion Devices, Inc.","1.35","71923950","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ener",
"ERII","Energy Recovery, Inc.","2.41","126874450","n/a","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI (Bermuda) Limited","37.6","2875196800","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENOC","EnerNOC, Inc.","9.47","253720240","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","2.19","58297800","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ESGR","Enstar Group Limited","97.01","1330395140","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENTG","Entegris, Inc.","9.42","1272717360","n/a","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ETRM","EnteroMedics Inc.","2.19","80482500","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","17.12","161698400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","11.54","204835000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"ENMD","EntreMed, Inc.","2.59","31696420","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"ENTR","Entropic Communications, Inc.","7.095","615810525","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/entr",
"ENZN","Enzon Pharmaceuticals, Inc.","7.43","358787270","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EONC","eOn Communications Corporation","1.66","4764200","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"EOSPN","EOS Preferred Corporation","21.25","31875000","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/eospn",
"EPIQ","EPIQ Systems, Inc.","12.07","431055910","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"PLUS","ePlus Inc.","33.06","266529720","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPHC","Epoch Holding Corporation","24.7","574843100","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ephc",
"EPOC","Epocrates, Inc.","10.27","247794560","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/epoc",
"EQIX","Equinix, Inc.","128.48","6091236800","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eqix",
"ERT","eResearch Technology Inc.","5.58","274764780","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/ert",
"ERIE","Erie Indemnity Company","78.82","3786985720","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ESBF","ESB Financial Corporation","13.22","196819360","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/esbf",
"ESCA","Escalade, Incorporated","4.869","62732196","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","0.8","6020800","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESSA","ESSA Bancorp, Inc.","9.85","122681750","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESSX","Essex Rental Corporation","3.06","74749680","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","4.2999","9588777","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","18.99","955557810","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","2.92","90525840","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","69.12","2362106880","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVOL","Evolving Systems, Inc.","5.43","60245850","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXAS","EXACT Sciences Corporation","9","476370000","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","17.26","226813660","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","6.75","302487750","n/a","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"EDS","Exceed Company Ltd.","4.2599","83728334.5","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eds",
"EXEL","Exelixis, Inc.","6.14","796272040","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","7.6","219275200","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"XIDE","Exide Technologies","3.03","236712690","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xide",
"EXLS","ExlService Holdings, Inc.","24.47","762264970","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","33.54","4048714020","n/a","1999","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","43.03","9123650900","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","47.49","628910070","n/a","1985","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts, Inc.","50.17","24357033300","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXLP","Exterran Partners, L.P.","22.67","773001660","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/exlp",
"EXTR","Extreme Networks, Inc.","3.37","313595350","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EZCH","EZchip Semiconductor Limited","37.06","994134500","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ezch",
"EZPW","EZCORP, Inc.","29.9","1416901200","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","124.01","9856810840","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FRP","FairPoint Communications, Inc.","4.42","115795160","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","2.77","129863140","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","10.76","83121000","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","10.29","166553940","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","5.6","41647200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","5.45","102078500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","53.9","896195300","n/a","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","48.42","14293777680","n/a","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FBSS","Fauquier Bankshares, Inc.","12.08","44333600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","2.35","128960950","n/a","1970","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Corporation","17.28","1709078400","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FFCO","FedFirst Financial Corporation","13.91","41590900","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffco",
"FEIC","FEI Company","44.45","1670030950","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/feic",
"FHCO","Female Health Company (The)","5.25","145603500","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FFDF","FFD Financial Corporation","14.73","14965680","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffdf",
"FSBI","Fidelity Bancorp, Inc.","11.5","35224500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbi",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","114.25","182800000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","6.78","89936700","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","13.53","127547310","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FSC","Fifth Street Finance Corp.","10.29","744749040","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FITB","Fifth Third Bancorp","13.345","12274450755","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBP","Fifth Third Bancorp","141.98","583963740","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbp",
"FNGN","Financial Engines, Inc.","23.68","1077487360","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","17.55","242277750","n/a","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","21.975","1995198150","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FABK","First Advantage Bancorp","12.75","57974250","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fabk",
"FBNC","First Bancorp","11.09","187387730","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","15.56","152565800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FBSI","First Bancshares, Inc.","5.9","9150900","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fbsi",
"BUSE","First Busey Corporation","5.01","433850970","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","18.12","47637480","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAL","First California Financial Group, Inc.","4.85","141717000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcal",
"FCVA","First Capital Bancorp, Inc. (VA)","2.8","8318800","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","21","58506000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","42.695","1284094820","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","5","38540000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCNCA","First Citizens BancShares, Inc.","179.78","1558512820","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","5.85","45963450","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCBC","First Community Bancshares, Inc.","12.51","223253460","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","7.02","23004540","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","13.04","233155200","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","17.07","166022820","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBH","First Federal Bancshares of Arkansas, Inc.","5.55","90992250","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffbh",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","3.42","9863280","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnm",
"FFBC","First Financial Bancorp.","17.08","995166200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","5.27","2450550","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","34.6","1088239200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","33.92","446115840","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFCH","First Financial Holdings, Inc.","9.6","158659200","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffch",
"FFNW","First Financial Northwest, Inc.","7.01","131823050","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ffnw",
"FFKY","First Financial Service Corporation","2.69","12774810","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffky",
"FIBK","First Interstate BancSystem, Inc.","14.14","230991040","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FMFC","First M & F Corporation","3.75","34185000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmfc",
"FRME","First Merchants Corporation","10.19","290822600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
